user_code, email, gardian_phone, gardian_relation, gender, cur_grade, home_class, insert_date, name, phone, position_checker, school_code, school_name, update_date, user_id, user_pw
"100020171","a9wtx@school.com","010-2700-7999","모","M","1","7",null,"김민서","010-7363-9692","1","1000","선유고등학교",null,"hezu9i","6se8cwjr"
"100020172","9rgm7@school.com","010-5195-2469","부","F","1","7",null,"신서윤","010-6392-8654","1","1000","선유고등학교",null,"royijg","ta4mlep0"
"100020173","l3ruq@school.com","010-8970-9271","모","M","1","7",null,"임채원","010-7708-7763","1","1000","선유고등학교",null,"gbc2hf","mopde9xz"
"100020174","kl6qb@school.com","010-5070-3192","부","F","1","7",null,"장하은","010-5306-5768","1","1000","선유고등학교",null,"kpz1wt","xlz6mecy"
"100020175","3plc2@school.com","010-1863-3549","부","M","1","7",null,"윤주원","010-5869-4564","1","1000","선유고등학교",null,"vtxkci","lqn9rabs"
"100020176","iqdow@school.com","010-9787-3904","부","M","1","8",null,"오지후","010-8714-6400","1","1000","선유고등학교",null,"d2xwza","mpe1b0ji"
"100020177","twgpm@school.com","010-1722-4966","모","F","1","8",null,"김민준","010-9651-3987","1","1000","선유고등학교",null,"13d0rx","3oyphmgk"
"100020178","ki9gh@school.com","010-2946-6460","모","M","1","8",null,"이하준","010-5591-5045","1","1000","선유고등학교",null,"3ycq2m","5x3dg8wp"
"100020179","uwqf9@school.com","010-1574-8230","부","M","1","8",null,"박예은","010-9279-8658","1","1000","선유고등학교",null,"47pl50","59fu14dt"
"100020180","3sp27@school.com","010-4273-4173","모","F","1","8",null,"정현우","010-4996-7165","1","1000","선유고등학교",null,"a9zrdp","lst5e12b"
"100020181","ujga9@school.com","010-1674-1656","모","F","1","8",null,"서서진","010-1935-2849","1","1000","선유고등학교",null,"t2bkgm","gjsea87h"
"100020182","i0kqe@school.com","010-6336-9582","모","M","1","8",null,"김은서","010-5297-4075","1","1000","선유고등학교",null,"bql3sm","dz2gxum7"
"100020183","t5su0@school.com","010-2175-5828","모","F","1","8",null,"윤다은","010-6162-9758","1","1000","선유고등학교",null,"gvwpek","hiucw8df"
"100020184","lo3rw@school.com","010-8403-4350","부","M","1","8",null,"김하준","010-1951-5961","1","1000","선유고등학교",null,"o1si3z","zuw6ka95"
"100020185","o31sj@school.com","010-5544-7569","모","F","1","8",null,"장민준","010-7998-9208","1","1000","선유고등학교",null,"byxfu3","hvlfioz8"
"100020186","noihj@school.com","010-9085-6434","부","F","1","8",null,"장민준","010-7617-2151","1","1000","선유고등학교",null,"lunmkd","kh1onfrp"
"100020187","x8tqs@school.com","010-1389-7526","부","M","1","8",null,"윤민서","010-8418-9662","1","1000","선유고등학교",null,"n93d10","04w3atxe"
"100020188","2kla4@school.com","010-2182-8381","모","M","1","8",null,"오도윤","010-8947-1698","1","1000","선유고등학교",null,"hnecjp","xn62sjei"
"100020189","u7qsa@school.com","010-5753-6388","모","F","1","8",null,"임윤서","010-2872-5598","1","1000","선유고등학교",null,"xlym1t","bjngqvl0"
"100020190","o6btn@school.com","010-7703-6750","모","M","1","8",null,"임건우","010-2566-9347","1","1000","선유고등학교",null,"xwv9yn","ehc620nf"
"100020191","vgtka@school.com","010-1319-8646","부","M","1","8",null,"신서연","010-9905-5263","1","1000","선유고등학교",null,"tou56r","bmw6t38g"
"100020192","5xvfg@school.com","010-3401-7167","모","F","1","8",null,"윤수빈","010-6131-7463","1","1000","선유고등학교",null,"eyuoaq","l85ue9k2"
"100020193","i2jab@school.com","010-9354-9500","모","M","1","8",null,"한우진","010-1400-4969","1","1000","선유고등학교",null,"fvbypk","3df0aic1"
"100020194","2iq7c@school.com","010-6534-7252","모","M","1","8",null,"윤하은","010-4774-7829","1","1000","선유고등학교",null,"4w1kdm","35it6ko9"
"100020195","ak6n3@school.com","010-2086-3819","부","M","1","8",null,"오준서","010-6958-1615","1","1000","선유고등학교",null,"jivhrg","rl65fv3a"
"100020196","1f45n@school.com","010-6772-6348","부","M","1","8",null,"조예준","010-8785-8377","1","1000","선유고등학교",null,"i8blj5","tux5aso7"
"100020197","ky5og@school.com","010-6335-4977","부","F","1","8",null,"박하은","010-9420-4035","1","1000","선유고등학교",null,"br5s1d","pkhn3awo"
"100020198","fwl4k@school.com","010-4403-4311","모","M","1","8",null,"서채원","010-9540-3195","1","1000","선유고등학교",null,"xfr621","btdg1lui"
"100020199","a2yft@school.com","010-4867-1386","부","M","1","8",null,"이예은","010-6262-5988","1","1000","선유고등학교",null,"8bxsl4","7s5loixq"
"100020200","c193h@school.com","010-1414-7171","모","M","1","8",null,"박다은","010-5067-9747","1","1000","선유고등학교",null,"izxyvs","83nt2v4f"
"100020201","fns64@school.com","010-4519-1788","부","F","1","9",null,"한윤서","010-5874-3445","1","1000","선유고등학교",null,"gc9n4l","xzvle2gp"
"100020202","tils2@school.com","010-2459-4832","모","M","1","9",null,"임예준","010-8020-5954","1","1000","선유고등학교",null,"drg17t","13tiergs"
"100020203","qphte@school.com","010-7386-4122","부","F","1","9",null,"김지우","010-1858-1628","1","1000","선유고등학교",null,"e7b82f","b2ogkmwn"
"100020204","tz27m@school.com","010-8470-7783","부","M","1","9",null,"박지윤","010-7495-6845","1","1000","선유고등학교",null,"f1eulp","9vudesrn"
"100020205","s4u6d@school.com","010-6505-4492","부","F","1","9",null,"김하준","010-1614-9205","1","1000","선유고등학교",null,"5bpdws","8br0gvft"
"100020206","6pdr3@school.com","010-7583-2209","모","M","1","9",null,"한서연","010-6392-8254","1","1000","선유고등학교",null,"3hj2ak","95umzig4"
"100020207","q9nou@school.com","010-3993-7071","모","M","1","9",null,"최지호","010-1264-4527","1","1000","선유고등학교",null,"aeqzm8","nuwjp8ve"
"100020208","wra2k@school.com","010-8632-4009","부","F","1","9",null,"한지우","010-5253-5904","1","1000","선유고등학교",null,"7gpmfy","2qg6amo7"
"100020209","hgkot@school.com","010-8169-9329","모","F","1","9",null,"신윤서","010-9809-3237","1","1000","선유고등학교",null,"e4v2tw","cgl4pkbv"
"100020210","961np@school.com","010-3740-7819","부","F","1","9",null,"한예준","010-3267-3854","1","1000","선유고등학교",null,"6v5lyp","2z0fdk9t"
"100020211","1burk@school.com","010-5255-5045","모","F","1","9",null,"한도윤","010-2942-6181","1","1000","선유고등학교",null,"bkrnqs","5jd3igpf"
"100020212","ea81w@school.com","010-2877-8392","모","M","1","9",null,"서서준","010-8264-6988","1","1000","선유고등학교",null,"7u86z9","ymju05ah"
"100020213","ka8u9@school.com","010-5889-9066","부","M","1","9",null,"이하윤","010-1517-8022","1","1000","선유고등학교",null,"zj4b8w","mrkfjwto"
"100020214","x5wuj@school.com","010-1727-2916","부","F","1","9",null,"김하은","010-9590-2004","1","1000","선유고등학교",null,"ykoguq","4nux0der"
"100020215","wz2br@school.com","010-8448-9412","모","F","1","9",null,"한지우","010-5022-7135","1","1000","선유고등학교",null,"6qv280","s4jnae8d"
"100020216","rjlmb@school.com","010-1502-5406","부","F","1","9",null,"강수아","010-9735-1924","1","1000","선유고등학교",null,"s4lyx3","b3p1nyem"
"100020217","hbe7m@school.com","010-7800-3421","부","M","1","9",null,"최준서","010-1443-4055","1","1000","선유고등학교",null,"4kjg3y","qd8tgcv5"
"100020218","z673f@school.com","010-6027-8776","부","M","1","9",null,"한채원","010-8353-9179","1","1000","선유고등학교",null,"4ey5l9","672aq0f1"
"100020219","izow5@school.com","010-2602-1293","모","M","1","9",null,"조지후","010-1627-4611","1","1000","선유고등학교",null,"bqyiom","3tv5ri1w"
"100020220","v2lxp@school.com","010-3627-1274","부","F","1","9",null,"신다은","010-3440-3397","1","1000","선유고등학교",null,"j2ps80","x8nmareg"
"100020221","5djo7@school.com","010-9768-7097","모","F","1","9",null,"김예은","010-4020-1687","1","1000","선유고등학교",null,"qzph9k","l8bu4xfk"
"100020222","8kzta@school.com","010-5790-3984","모","M","1","9",null,"오서준","010-5532-8929","1","1000","선유고등학교",null,"hma4jk","daj5xgio"
"100020223","gkp1m@school.com","010-8105-7242","모","F","1","9",null,"이서준","010-2293-9507","1","1000","선유고등학교",null,"o2f80h","hg8sbwf2"
"100020224","i2jle@school.com","010-3478-9457","부","F","1","9",null,"강지윤","010-9678-6064","1","1000","선유고등학교",null,"8nk6lm","yl8jg6nc"
"100020225","tv5pq@school.com","010-1962-7578","모","M","1","9",null,"조은서","010-8409-4402","1","1000","선유고등학교",null,"dcofne","w7p049dc"
"100020226","fesim@school.com","010-1626-8366","부","M","1","10",null,"서지호","010-6329-9273","1","1000","선유고등학교",null,"9j70ye","5mvnr3uz"
"100020227","1f30b@school.com","010-1512-8155","부","F","1","10",null,"서서연","010-8845-5626","1","1000","선유고등학교",null,"u8vqjb","uwg04k9i"
"100020228","o1dcz@school.com","010-6856-2756","모","M","1","10",null,"김서현","010-4450-6224","1","1000","선유고등학교",null,"sftgye","67rgmxq9"
"100020229","19gd8@school.com","010-6387-2415","부","M","1","10",null,"임건우","010-9596-7476","1","1000","선유고등학교",null,"7rg9wp","r9dnvbeq"
"100020230","2p0d3@school.com","010-4598-1563","부","M","1","10",null,"윤민서","010-8442-9464","1","1000","선유고등학교",null,"dlzr0t","la5njz3v"
"100020231","qva5s@school.com","010-1381-4820","모","M","1","10",null,"이지윤","010-4060-5681","1","1000","선유고등학교",null,"coxas1","gwc0ibtx"
"100020232","ls3ij@school.com","010-8512-2639","모","F","1","10",null,"오민준","010-4755-4614","1","1000","선유고등학교",null,"etqhg7","rfoyznjm"
"100020233","pnz1j@school.com","010-4503-6113","모","F","1","10",null,"김현우","010-9601-1262","1","1000","선유고등학교",null,"wy6eds","0wsq71db"
"100020234","mxs8r@school.com","010-5988-8095","모","M","1","10",null,"정지후","010-9395-8555","1","1000","선유고등학교",null,"0vm5c2","6g9ty7zf"
"100020235","gp6hy@school.com","010-6370-2254","부","M","1","10",null,"김우진","010-9390-1902","1","1000","선유고등학교",null,"cjv0hg","73kaxc5e"
"100020236","ah8n1@school.com","010-9629-3186","모","F","1","10",null,"윤다은","010-1689-9224","1","1000","선유고등학교",null,"1zqft8","whortvkp"
"100020237","dowx8@school.com","010-9193-9111","모","F","1","10",null,"정하은","010-5893-2640","1","1000","선유고등학교",null,"dcb7ul","rpfo0v4e"
"100020238","4f13s@school.com","010-3968-7360","부","M","1","10",null,"임서진","010-9801-9852","1","1000","선유고등학교",null,"x437ho","37zqkea1"
"100020239","nx0pu@school.com","010-1714-6277","모","M","1","10",null,"윤하준","010-6547-3250","1","1000","선유고등학교",null,"fzlr4v","es1jyu7h"
"100020240","c9ael@school.com","010-2726-5298","모","F","1","10",null,"임지윤","010-7206-2688","1","1000","선유고등학교",null,"mst9ou","ufmxqe4p"
"100020241","jhmar@school.com","010-6510-1158","부","F","1","10",null,"최서진","010-1944-4016","1","1000","선유고등학교",null,"jl9b8v","bfowyz2i"
"100020242","b7ow8@school.com","010-7497-3511","부","M","1","10",null,"윤지훈","010-1539-1691","1","1000","선유고등학교",null,"sknxro","rv3p5y8b"
"100020243","v7a8q@school.com","010-9435-6707","모","F","1","10",null,"박현우","010-7924-3815","1","1000","선유고등학교",null,"yw01pz","mnxwae8z"
"100020244","etzki@school.com","010-7596-6988","모","M","1","10",null,"박서현","010-6138-8099","1","1000","선유고등학교",null,"4bqvtw","4wxl1eg2"
"100020245","pvjuh@school.com","010-9820-3943","부","M","1","10",null,"윤준서","010-5257-8888","1","1000","선유고등학교",null,"e8npic","n264twsv"
"100020246","mnopq@school.com","010-3063-5931","부","F","1","10",null,"한채원","010-4594-7270","1","1000","선유고등학교",null,"chg0wx","jy8z49pt"
"100020247","ubjwa@school.com","010-5657-7070","부","F","1","10",null,"조지우","010-3859-9543","1","1000","선유고등학교",null,"wvtdoc","rzcpbgdy"
"100020248","r4x6f@school.com","010-8348-2605","부","F","1","10",null,"한윤서","010-3051-8453","1","1000","선유고등학교",null,"mx2eil","syoi6etj"
"100020249","t1gxo@school.com","010-5734-4570","부","M","1","10",null,"박준우","010-7429-8725","1","1000","선유고등학교",null,"73a1rs","d20ltj7z"
"100020250","0gqcr@school.com","010-5339-3895","모","M","1","10",null,"조하은","010-9484-8136","1","1000","선유고등학교",null,"sne1vp","dmg2zjqh"
"100020251","1js37@school.com","010-3894-3682","모","M","1","11",null,"임지훈","010-5673-6230","1","1000","선유고등학교",null,"k3dsbi","4cmh10k7"
"100020252","5fumw@school.com","010-2027-9365","모","F","1","11",null,"이수빈","010-4218-4133","1","1000","선유고등학교",null,"ulq94j","5lr4fteg"
"100020253","ws2r1@school.com","010-2090-5091","부","F","1","11",null,"윤윤서","010-3276-7849","1","1000","선유고등학교",null,"hup7zt","abr27gti"
"100020254","8ehm2@school.com","010-9234-3421","모","M","1","11",null,"임예준","010-5553-3618","1","1000","선유고등학교",null,"jxs0ul","40ciqxp7"
"100020255","syqin@school.com","010-1514-6189","모","M","1","11",null,"최하윤","010-9777-5083","1","1000","선유고등학교",null,"6ifdk2","quy0ki4e"
"100020256","evq58@school.com","010-5292-6283","모","M","1","11",null,"최서현","010-8132-2443","1","1000","선유고등학교",null,"sbgvc3","si3ywn8l"
"100020257","g8tan@school.com","010-1407-7315","모","M","1","11",null,"정현준","010-6075-2507","1","1000","선유고등학교",null,"3p4rzq","lxizkq5v"
"100020258","ceqtv@school.com","010-4410-7564","모","F","1","11",null,"임준서","010-7186-2837","1","1000","선유고등학교",null,"1pkejc","43fner75"
"100020259","zpivk@school.com","010-8514-3412","부","M","1","11",null,"신서윤","010-5727-8525","1","1000","선유고등학교",null,"7bzt4s","wmx1drjv"
"100020260","8qhjm@school.com","010-3150-3256","부","F","1","11",null,"이민서","010-3187-3572","1","1000","선유고등학교",null,"d5wixr","quo41dbw"
"100020261","h2nj1@school.com","010-8445-1170","부","F","1","11",null,"임서준","010-1228-1384","1","1000","선유고등학교",null,"n7atkp","ah68icvo"
"100020262","d3vbo@school.com","010-8558-9231","모","M","1","11",null,"이수아","010-8722-5139","1","1000","선유고등학교",null,"yuqcxj","ex5mqhl7"
"100020263","gms8x@school.com","010-8728-1819","모","M","1","11",null,"임하윤","010-6140-1860","1","1000","선유고등학교",null,"rdfxh3","kwshpj8a"
"100020264","1xg9h@school.com","010-1229-6527","부","M","1","11",null,"박시우","010-7494-7467","1","1000","선유고등학교",null,"dsrb4x","m9yi32zq"
"100020265","t7sve@school.com","010-4995-2374","부","F","1","11",null,"조서준","010-3958-2678","1","1000","선유고등학교",null,"sz103x","kuz67evb"
"100020266","ndv68@school.com","010-5793-5653","모","M","1","11",null,"최은서","010-6316-9092","1","1000","선유고등학교",null,"wzn2ud","0z58km9r"
"100020267","e8lz5@school.com","010-8376-8163","모","F","1","11",null,"정은서","010-7894-4668","1","1000","선유고등학교",null,"sedgcq","4zgr7nkl"
"100020268","box2k@school.com","010-8080-1644","모","M","1","11",null,"신지후","010-3190-1147","1","1000","선유고등학교",null,"rtgywo","h7qimav6"
"100020269","7pnm3@school.com","010-7765-7210","부","M","1","11",null,"조준우","010-2475-3041","1","1000","선유고등학교",null,"qxawuf","r01gbdva"
"100020270","p6719@school.com","010-2561-2647","모","F","1","11",null,"오서연","010-7902-5099","1","1000","선유고등학교",null,"e5u7d0","yhczm69i"
"100020271","bi9te@school.com","010-9471-1516","부","F","1","11",null,"최건우","010-2231-9376","1","1000","선유고등학교",null,"4is8rd","d0eivgby"
"100020272","bpny6@school.com","010-2625-5987","부","M","1","11",null,"장하은","010-4877-9830","1","1000","선유고등학교",null,"gqso13","k2ciahrq"
"100020273","b872u@school.com","010-5700-5829","부","M","1","11",null,"조은서","010-2823-1569","1","1000","선유고등학교",null,"zylq0o","yni85pq0"
"100020274","hj74u@school.com","010-8444-2294","부","F","1","11",null,"강지호","010-8055-3631","1","1000","선유고등학교",null,"wg5b01","dmeothc5"
"100020275","u7v32@school.com","010-9934-6717","부","M","1","11",null,"오건우","010-2119-7337","1","1000","선유고등학교",null,"bjuegl","hrz671uv"
"100020276","drv60@school.com","010-7756-8457","부","M","1","12",null,"신수아","010-3010-8250","1","1000","선유고등학교",null,"kg7f5h","e5u20lkp"
"100020277","2kydv@school.com","010-1941-8891","모","M","1","12",null,"최서준","010-6768-9991","1","1000","선유고등학교",null,"qjmn6d","rkbhlxva"
"100020278","9nj6q@school.com","010-4264-5627","모","F","1","12",null,"한윤서","010-3733-4633","1","1000","선유고등학교",null,"iu3mnh","b9ofc6mp"
"100020279","pm34t@school.com","010-6909-7123","부","M","1","12",null,"이지훈","010-8214-8345","1","1000","선유고등학교",null,"mvwz0t","3ifba4up"
"100020280","spi3r@school.com","010-4401-8216","부","M","1","12",null,"오현우","010-5940-3517","1","1000","선유고등학교",null,"mxfho6","lmq10fvc"
"100020281","xudme@school.com","010-1303-7847","부","F","1","12",null,"김지민","010-5508-8492","1","1000","선유고등학교",null,"ygdasu","nj17ath6"
"100020282","jgxyl@school.com","010-8105-1389","부","M","1","12",null,"임채원","010-7619-2453","1","1000","선유고등학교",null,"s4vaby","om1jt9dx"
"100020283","p6a4w@school.com","010-4292-6985","모","F","1","12",null,"임서진","010-5251-4418","1","1000","선유고등학교",null,"572oz3","y7vma091"
"100020284","p4ael@school.com","010-6596-8591","모","M","1","12",null,"최준서","010-4627-7381","1","1000","선유고등학교",null,"4jik8l","8qfk96xw"
"100020285","m5ljp@school.com","010-8677-6374","모","F","1","12",null,"임수아","010-2701-8675","1","1000","선유고등학교",null,"ar05lj","bi2s0q5y"
"100020286","3z549@school.com","010-6918-2337","부","F","1","12",null,"임민준","010-5165-2445","1","1000","선유고등학교",null,"d6jmeq","g3v1o0th"
"100020287","89yzm@school.com","010-4688-4202","모","F","1","12",null,"조시우","010-4323-2991","1","1000","선유고등학교",null,"5sa0no","ifzd081v"
"100020288","av9hc@school.com","010-3131-8337","부","F","1","12",null,"한서윤","010-7282-6401","1","1000","선유고등학교",null,"qz2lar","f6cokwxs"
"100020289","nicjy@school.com","010-6957-9378","부","M","1","12",null,"이하은","010-9615-1334","1","1000","선유고등학교",null,"jbt8mu","slbx2f5k"
"100020290","gon8w@school.com","010-7757-6919","모","F","1","12",null,"장건우","010-3588-5690","1","1000","선유고등학교",null,"9wqn7l","bhx29yk3"
"100020291","vnge2@school.com","010-3876-4864","부","M","1","12",null,"임민준","010-8640-7704","1","1000","선유고등학교",null,"0xks6f","pyzwrvif"
"100020292","idk69@school.com","010-1622-2304","모","F","1","12",null,"오서윤","010-8483-9730","1","1000","선유고등학교",null,"28nxhz","hbna0eyj"
"100020293","ubnjq@school.com","010-8529-9441","모","F","1","12",null,"정수아","010-9469-8676","1","1000","선유고등학교",null,"l62hb9","2t4prbai"
"100020294","u31sl@school.com","010-9019-1467","부","M","1","12",null,"한하준","010-7687-5156","1","1000","선유고등학교",null,"nuj735","4t9uj7fq"
"100020295","v5aqf@school.com","010-1526-7413","모","M","1","12",null,"조지민","010-5274-9611","1","1000","선유고등학교",null,"o4svqt","d3xkg4ym"
"100020296","t6xs5@school.com","010-9667-2039","모","M","1","12",null,"장건우","010-7576-5694","1","1000","선유고등학교",null,"y805uw","gvrtnhl1"
"100020297","26y0d@school.com","010-2690-6806","모","M","1","12",null,"김서현","010-6406-1260","1","1000","선유고등학교",null,"wpzl4a","a6eqsj5v"
"100020298","3vdrs@school.com","010-5510-2072","부","F","1","12",null,"신서준","010-8538-5485","1","1000","선유고등학교",null,"lis6f3","xweqftc6"
"100020299","mop91@school.com","010-4181-8904","부","M","1","12",null,"정준서","010-7201-3431","1","1000","선유고등학교",null,"i87tqm","nqkyr1wx"
"100020300","yq9uv@school.com","010-2703-2265","부","M","1","12",null,"오서준","010-4340-1456","1","1000","선유고등학교",null,"dy348k","hwtcuxpb"
"100020301","y1gx6@school.com","010-8380-6266","부","F","1","13",null,"서예준","010-7212-5130","1","1000","선유고등학교",null,"elpxoc","580rdejy"
"100020302","nueov@school.com","010-4652-1680","모","F","1","13",null,"서윤서","010-4999-8282","1","1000","선유고등학교",null,"m4f19o","y47zkexs"
"100020303","vt8ge@school.com","010-2557-3272","부","M","1","13",null,"오현준","010-5047-8253","1","1000","선유고등학교",null,"iedmf2","ap0uti85"
"100020304","4u18a@school.com","010-5024-9791","부","M","1","13",null,"오서준","010-2791-1945","1","1000","선유고등학교",null,"dqplf5","apgzq73t"
"100020305","s78zy@school.com","010-7480-7248","부","F","1","13",null,"서선우","010-7165-4492","1","1000","선유고등학교",null,"yfklt2","zpn31ujr"
"100020306","3pos7@school.com","010-1846-8496","모","M","1","13",null,"김지호","010-7802-6632","1","1000","선유고등학교",null,"pf32s1","56inlu7z"
"100020307","xkg64@school.com","010-8834-2067","모","M","1","13",null,"정현준","010-6070-7182","1","1000","선유고등학교",null,"roe8xp","damh17vn"
"100020308","kr7ma@school.com","010-3143-6060","부","M","1","13",null,"박지후","010-5568-5023","1","1000","선유고등학교",null,"3dimng","3wd1y5j6"
"100020309","e0f1m@school.com","010-8224-8088","모","M","1","13",null,"장우진","010-9621-7852","1","1000","선유고등학교",null,"0rsqoa","z6cknt2j"
"100020310","0as27@school.com","010-3055-6679","모","F","1","13",null,"강지민","010-1123-3628","1","1000","선유고등학교",null,"whru5l","t8yi13kq"
"100020311","wl3py@school.com","010-2573-8613","모","F","1","13",null,"강민서","010-1457-5190","1","1000","선유고등학교",null,"x2td0m","1o6kz9xa"
"100020312","4l985@school.com","010-8675-4990","모","M","1","13",null,"강지민","010-6921-7752","1","1000","선유고등학교",null,"h4wyx9","gjcypo9m"
"100020313","6pl43@school.com","010-4033-6206","모","M","1","13",null,"오선우","010-3016-6286","1","1000","선유고등학교",null,"pf0qtb","2s9meiw4"
"100020314","9xq7u@school.com","010-7827-2685","부","M","1","13",null,"오수아","010-8077-2930","1","1000","선유고등학교",null,"9lkadj","rbjz2gu9"
"100020315","0ou8b@school.com","010-8486-7252","부","M","1","13",null,"최윤서","010-6932-2431","1","1000","선유고등학교",null,"ey4lqd","8vdqc1mk"
"100020316","cb7ou@school.com","010-9196-6711","모","F","1","13",null,"신시우","010-4676-8417","1","1000","선유고등학교",null,"7yqcf2","v3eq5z7g"
"100020317","5fmoz@school.com","010-9617-2004","부","F","1","13",null,"조지민","010-7096-3929","1","1000","선유고등학교",null,"tiulqx","yzhwej23"
"100020318","t9n84@school.com","010-4039-6317","부","F","1","13",null,"조건우","010-2032-3896","1","1000","선유고등학교",null,"fyrweb","fyj73ild"
"100020319","nkbyv@school.com","010-6654-9597","부","F","1","13",null,"윤지호","010-6265-7307","1","1000","선유고등학교",null,"n4kwxg","516dey7x"
"100020320","k1wlq@school.com","010-3087-8406","부","M","1","13",null,"김도현","010-8642-3864","1","1000","선유고등학교",null,"kc5b7o","l3mj6sbn"
"100020321","a7pjm@school.com","010-9416-1967","모","F","1","13",null,"강시우","010-8751-1623","1","1000","선유고등학교",null,"sx23ej","rp4gnqxu"
"100020322","amvbe@school.com","010-2314-8488","부","M","1","13",null,"이하윤","010-6049-5305","1","1000","선유고등학교",null,"3nvldr","cqhk8njw"
"100020323","rh62d@school.com","010-2092-2791","부","F","1","13",null,"장준우","010-7944-7218","1","1000","선유고등학교",null,"top7nq","qe5mpfxt"
"100020324","0lnhi@school.com","010-8975-7780","부","F","1","13",null,"윤지윤","010-8131-7553","1","1000","선유고등학교",null,"02rvyb","0jf9old7"
"100020325","jew3t@school.com","010-7180-2078","모","F","1","13",null,"최현준","010-7316-9214","1","1000","선유고등학교",null,"k6sq27","omnf6bvg"
"100020326","1y08r@school.com","010-1907-8060","부","M","1","14",null,"신우진","010-6139-7810","1","1000","선유고등학교",null,"51f6zk","otq5xrez"
"100020327","ap16i@school.com","010-9894-6484","부","F","1","14",null,"박도윤","010-8353-3517","1","1000","선유고등학교",null,"dzlu52","aywps8zf"
"100020328","6lf1j@school.com","010-3102-2584","모","F","1","14",null,"강서윤","010-9858-3330","1","1000","선유고등학교",null,"9elrfy","x0kr8ivz"
"100020329","s5q4d@school.com","010-6835-1655","모","F","1","14",null,"이준서","010-4390-8438","1","1000","선유고등학교",null,"fnhpqx","n1pa3v08"
"100020330","naz7x@school.com","010-2609-9874","모","F","1","14",null,"서하윤","010-6154-1605","1","1000","선유고등학교",null,"isf8o2","w7jynaoe"
"100020331","u9tsk@school.com","010-7425-4183","모","F","1","14",null,"임시우","010-6008-1316","1","1000","선유고등학교",null,"z5p4xi","1omhfbx8"
"100020332","le8ux@school.com","010-3564-3064","모","M","1","14",null,"김서연","010-3010-5520","1","1000","선유고등학교",null,"6m43iv","3w4cd1jg"
"100020333","a1nts@school.com","010-7531-7659","모","F","1","14",null,"신현우","010-1796-7160","1","1000","선유고등학교",null,"ty5pd6","ci38sjof"
"100020334","bj2cw@school.com","010-1669-8399","모","F","1","14",null,"최서연","010-9898-5975","1","1000","선유고등학교",null,"7rgjtu","4jfhirn0"
"100020335","bjqod@school.com","010-9322-7274","부","F","1","14",null,"박선우","010-6345-3665","1","1000","선유고등학교",null,"4osk0l","89gwu45y"
"100020336","udvyo@school.com","010-7649-5552","부","F","1","14",null,"임준우","010-1458-5653","1","1000","선유고등학교",null,"b2kya4","pmt71gq6"
"100020337","jtk69@school.com","010-5626-8886","부","M","1","14",null,"정민준","010-1177-9191","1","1000","선유고등학교",null,"p1wszi","conj8d0l"
"100020338","4w0h1@school.com","010-6372-4205","모","F","1","14",null,"강서연","010-2809-3166","1","1000","선유고등학교",null,"3759wm","zr8kecmb"
"100020339","b32va@school.com","010-6927-9949","모","F","1","14",null,"임지윤","010-7448-6420","1","1000","선유고등학교",null,"8nxur5","7axmelsf"
"100020340","s1058@school.com","010-2921-8634","모","M","1","14",null,"조지우","010-6282-4289","1","1000","선유고등학교",null,"luteiy","bagj3ipz"
"100020341","ct64e@school.com","010-4657-2903","모","M","1","14",null,"한시우","010-1342-9495","1","1000","선유고등학교",null,"xivmay","piwb40dq"
"100020342","8r5gb@school.com","010-5942-1990","모","F","1","14",null,"강도윤","010-9285-4741","1","1000","선유고등학교",null,"d5rumc","ufzg138e"
"100020343","s7vqd@school.com","010-6629-9366","모","F","1","14",null,"조채원","010-7424-6910","1","1000","선유고등학교",null,"gfc3qv","gr3ixhbd"
"100020344","uhztj@school.com","010-5253-4181","부","M","1","14",null,"윤예준","010-3091-6787","1","1000","선유고등학교",null,"dnx96s","kq6eyu7m"
"100020345","cmwai@school.com","010-7165-4651","모","M","1","14",null,"서지우","010-5295-3498","1","1000","선유고등학교",null,"yhrjbd","j4a8i126"
"100020346","zxekn@school.com","010-2903-1753","부","F","1","14",null,"최도현","010-2292-9694","1","1000","선유고등학교",null,"5yap0t","sac8odnf"
"100020347","0xrdb@school.com","010-5556-3151","모","F","1","14",null,"오수빈","010-7066-4909","1","1000","선유고등학교",null,"c1dwr9","hlbgrd01"
"100020348","kxie5@school.com","010-7995-3674","모","M","1","14",null,"최서연","010-2458-5178","1","1000","선유고등학교",null,"h6wbld","m38duks0"
"100020349","rptg4@school.com","010-2059-8548","모","M","1","14",null,"박지우","010-7639-3486","1","1000","선유고등학교",null,"r2lvy8","nguwtkbv"
"100020350","el578@school.com","010-5601-8054","모","M","1","14",null,"임하윤","010-4648-2325","1","1000","선유고등학교",null,"sq3lk8","bs5t321p"
"100020351","d83u1@school.com","010-1320-2531","모","F","1","15",null,"한지민","010-1298-6141","1","1000","선유고등학교",null,"mplw05","zw762tfq"
"100020352","gwsab@school.com","010-1815-5132","부","M","1","15",null,"김윤서","010-4978-9650","1","1000","선유고등학교",null,"1a9vpn","2ieyp5rj"
"100020353","3hk1g@school.com","010-6957-2397","부","F","1","15",null,"신예은","010-7275-4660","1","1000","선유고등학교",null,"glc8bk","f75zk28s"
"100020354","xw8nf@school.com","010-2144-6394","모","F","1","15",null,"조지우","010-3043-1855","1","1000","선유고등학교",null,"4ubz16","goch20ji"
